decision_id,workflow_id,ts,decision_type,actor_type,actor_name,actor_version,objective,input_facts,evidence_refs,evidence_freshness_days,groundedness_score,options_evaluated,selected_action,selection_basis,confidence,policy_evaluations,authority,tool_action,business_outcome,owner,risk_tier
DEC-20260622-9a378e,9a378e2c-549b-4d38-aa20-d19f207eba89,2026-06-22T12:05:03+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 112.58, ""customer_tier"": ""standard"", ""claim_age_days"": 16, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:8007""]",12,0.794,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.794""]",0.79,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-15""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""failed"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-219c2d,219c2da2-4741-42cf-8cf4-42d59d605823,2026-06-22T04:05:22+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 159.93, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 11, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:7275""]",29,0.913,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.913""]",0.89,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-82""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-5fd3b0,5fd3b031-fa78-4501-a96f-f2a627c17205,2026-06-22T09:55:27+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 339.9, ""customer_tier"": ""standard"", ""claim_age_days"": 35, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:5641""]",39,0.68,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.68""]",0.67,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-13""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-328cdc,328cdc6a-e07c-42e1-aec1-67d64a5d46f3,2026-06-22T23:53:30+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 130.92, ""customer_tier"": ""standard"", ""claim_age_days"": 29, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:1139""]",9,0.751,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.76,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-61""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 130.92}",Product Owner + Responsible AI/Risk,medium
DEC-20260622-9dc72e,9dc72e04-99ed-4298-9fe1-f716866b0e6e,2026-06-22T20:21:52+00:00,escalation_vs_autoresolve,agent,retail-support-agent,2.4.1,resolve_or_escalate,"{""order_value"": 52.64, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 13, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:3315""]",5,0.742,"[""auto_resolve"", ""escalate_for_manual_review""]",escalate_for_manual_review,"[""confidence_below_autoresolve_threshold"", ""routed_to_human_queue""]",0.73,"[{""policy_id"": ""ESCALATION-ROUTING-02"", ""version"": ""3.0"", ""result"": ""pass""}]","{""approval_required"": false, ""approval_status"": ""not_required"", ""approver_id"": ""human-review-343""}","{""tool"": """", ""result"": ""n/a""}","{""outcome"": ""escalated_human"", ""amount"": null}",Product Owner,low
DEC-20260622-fe27a0,fe27a0cf-5760-4590-b1ce-fb670d71a39d,2026-06-22T05:49:03+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 347.9, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 13, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:2257""]",0,0.904,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.904""]",0.9,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-35""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-9213d6,9213d6da-215d-48d3-b114-fdb2ab916293,2026-06-22T09:59:12+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 108.52, ""customer_tier"": ""standard"", ""claim_age_days"": 26, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:2480""]",6,0.65,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.65""]",0.66,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-85""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-1566ca,1566caaf-84b3-4f19-a890-df605154158a,2026-06-22T11:32:31+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 264.47, ""customer_tier"": ""standard"", ""claim_age_days"": 33, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:3853""]",2,0.623,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.623""]",0.64,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-40""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,high
DEC-20260622-bce89f,bce89f1f-e883-4cad-b380-46c3b8143ee7,2026-06-22T04:10:50+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 283.29, ""customer_tier"": ""standard"", ""claim_age_days"": 8, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:8390""]",24,0.918,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.88,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-50""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 283.29}",Product Owner + Responsible AI/Risk,medium
DEC-20260622-d65911,d6591171-42c4-4510-98fa-beabe998918c,2026-06-22T18:43:42+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 135.84, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 38, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:2645""]",24,0.772,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=False"", ""order_value_below_auto_limit=True""]",0.78,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-62""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 135.84}",Product Owner + Responsible AI/Risk,medium
DEC-20260622-fcd1fb,fcd1fb56-496d-4407-91c2-2dcc09b701f6,2026-06-22T00:43:29+00:00,escalation_vs_autoresolve,agent,retail-support-agent,2.4.1,resolve_or_escalate,"{""order_value"": 371.16, ""customer_tier"": ""standard"", ""claim_age_days"": 36, ""channel"": ""ivr_handoff""}","[""faq_kb"", ""faq_kb:6163""]",36,0.538,"[""auto_resolve"", ""escalate_for_manual_review""]",escalate_for_manual_review,"[""confidence_below_autoresolve_threshold"", ""routed_to_human_queue""]",0.52,"[{""policy_id"": ""ESCALATION-ROUTING-02"", ""version"": ""3.0"", ""result"": ""pass""}]","{""approval_required"": false, ""approval_status"": ""not_required"", ""approver_id"": ""human-review-464""}","{""tool"": """", ""result"": ""n/a""}","{""outcome"": ""failed"", ""amount"": null}",Product Owner,low
DEC-20260622-90ac7d,90ac7d92-8f33-4f8c-b2b6-30875a6d42c0,2026-06-22T08:01:00+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 115.12, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 32, ""channel"": ""mobile_app""}","[""order_history_index"", ""order_history_index:3429""]",15,0.908,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.908""]",0.91,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-52""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-cc9842,cc984250-01d9-4112-8079-41d339f57bae,2026-06-22T09:17:57+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 43.75, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 4, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:1254""]",2,0.852,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.83,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-69""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 43.75}",Product Owner + Responsible AI/Risk,medium
DEC-20260622-5cdcad,5cdcade1-3c8f-4b76-bfc9-fca11979b3b0,2026-06-22T18:59:38+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 300.73, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 30, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:2303""]",38,0.907,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.907""]",0.91,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-93""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-01651a,01651a49-1a4c-46cc-8c97-a0456e69619b,2026-06-22T01:40:10+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 138.13, ""customer_tier"": ""standard"", ""claim_age_days"": 20, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:8373""]",9,0.855,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.855""]",0.87,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-81""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-a366c8,a366c833-c32b-4731-a75d-2ff581205772,2026-06-22T22:02:14+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 254.65, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 20, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:4253""]",3,0.571,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.571""]",0.54,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-92""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-798ad7,798ad78a-294e-4cc4-af6d-49d92f3a9195,2026-06-22T15:02:22+00:00,guardrail_override,agent,retail-support-agent,2.4.1,proceed_despite_flag,"{""order_value"": 131.21, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 16, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:8108""]",16,0.651,"[""block_action"", ""proceed_with_override"", ""escalate_for_manual_review""]",proceed_with_override,"[""action_flagged_by_policy"", ""proceeded_without_required_review"", ""flagged_for_post_hoc_audit""]",0.64,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""bypass""}]","{""approval_required"": true, ""approval_status"": ""auto_approved_no_review"", ""approver_id"": """"}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Responsible AI/Risk,high
DEC-20260622-12926d,12926d1d-0104-4448-aa28-68dca078ea3d,2026-06-22T18:18:23+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 431.55, ""customer_tier"": ""standard"", ""claim_age_days"": 26, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:1457""]",27,0.896,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",escalate_for_manual_review,"[""order_value_above_auto_limit=True"", ""requires_human_judgement""]",0.87,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""human-review-362""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""escalated_human"", ""amount"": null}",Product Owner + Responsible AI/Risk,medium
DEC-20260622-55bc4c,55bc4c43-629d-4196-a148-4ad5467cf363,2026-06-22T15:26:31+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 346.46, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 34, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:8482""]",4,0.535,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.535""]",0.51,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-90""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,high
DEC-20260622-e9386f,e9386f44-aadc-4039-8657-911b65bd8d1b,2026-06-22T03:45:23+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 340.47, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 31, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:1019""]",0,0.664,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.664""]",0.67,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-80""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-0c468d,0c468d3c-e1aa-4ecf-bf14-09de7cd3e591,2026-06-22T08:46:43+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 264.3, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 13, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:7392""]",20,0.721,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",request_human_approval,"[""high_risk_write_action"", ""approval_policy_requires_review""]",0.72,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""human-review-247""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""escalated_human"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-42d733,42d73395-1fa5-429e-bf0f-ef7a16016c3e,2026-06-22T06:48:30+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 112.66, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 20, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:2575""]",5,0.707,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.707""]",0.71,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-93""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-7558ac,7558ac3a-04b8-4e60-a50e-a486e91e1cbc,2026-06-22T12:56:38+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 477.81, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 1, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:8253""]",16,0.653,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.653""]",0.65,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-95""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-cc60b6,cc60b6c3-df4c-4830-98da-61615c9355af,2026-06-22T21:18:05+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 255.0, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 35, ""channel"": ""mobile_app""}","[""order_history_index"", ""order_history_index:7078""]",5,0.56,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.56""]",0.56,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-84""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-e895f3,e895f384-fd9a-47c5-938e-fb56d9c9625b,2026-06-22T13:15:18+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 97.68, ""customer_tier"": ""standard"", ""claim_age_days"": 24, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:9400""]",43,0.639,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.639""]",0.61,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-96""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-79ffb6,79ffb6a8-d63a-493a-9668-5c07b00fc8c7,2026-06-22T19:41:57+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 159.11, ""customer_tier"": ""standard"", ""claim_age_days"": 40, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:4831""]",36,0.692,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.692""]",0.7,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-90""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-12fe41,12fe41d2-e51f-435e-ab36-ec7cb5c7d29d,2026-06-22T22:40:20+00:00,escalation_vs_autoresolve,agent,retail-support-agent,2.4.1,resolve_or_escalate,"{""order_value"": 397.32, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 3, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:3439""]",38,0.796,"[""auto_resolve"", ""escalate_for_manual_review""]",escalate_for_manual_review,"[""confidence_below_autoresolve_threshold"", ""routed_to_human_queue""]",0.8,"[{""policy_id"": ""ESCALATION-ROUTING-02"", ""version"": ""3.0"", ""result"": ""pass""}]","{""approval_required"": false, ""approval_status"": ""not_required"", ""approver_id"": ""human-review-310""}","{""tool"": """", ""result"": ""n/a""}","{""outcome"": ""escalated_human"", ""amount"": null}",Product Owner,low
DEC-20260622-014ec4,014ec453-dbe1-4fc0-93d9-61f6272f797c,2026-06-22T00:03:09+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 314.11, ""customer_tier"": ""standard"", ""claim_age_days"": 19, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:8478""]",31,0.852,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=False""]",0.86,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-54""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 314.11}",Product Owner + Responsible AI/Risk,medium
DEC-20260622-fefe55,fefe5598-62c1-43c2-bcc1-e86c06f54417,2026-06-22T23:23:29+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 369.71, ""customer_tier"": ""standard"", ""claim_age_days"": 39, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:7235""]",34,0.625,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.625""]",0.61,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-43""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260622-ce6ab3,ce6ab3db-9740-4b34-b6b1-a87f59e248c2,2026-06-22T11:20:52+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 78.52, ""customer_tier"": ""standard"", ""claim_age_days"": 4, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:5766""]",9,0.821,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.83,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-88""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 78.52}",Product Owner + Responsible AI/Risk,high
DEC-20260622-7873c7,7873c7b5-24e9-475a-9a44-8a35eae331f5,2026-06-22T01:09:58+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 378.72, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 27, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:5592""]",18,0.71,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=False""]",0.69,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-68""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 378.72}",Product Owner + Responsible AI/Risk,high
DEC-20260622-e2fe05,e2fe054d-6e45-4171-880f-eb9c162252d0,2026-06-22T21:26:11+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 343.22, ""customer_tier"": ""standard"", ""claim_age_days"": 13, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:9479""]",24,0.648,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.648""]",0.64,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-66""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,high
